O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
CN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CNS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
C(CCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(O)(OCC(O)CO)=O)CCCCCCCCCCCC
OC(=O)CC(Nc1c2ncn(C3C(O)C(O)C(COP(=O)(O)O)O3)c2ncn1)C(=O)O
C(COP(=O)([O-])OCC[N+](C)(C)C)(O)COC(CCCCCCCCCCCCCCC)=O
OC1CCC2(C)C(C1)CCC1C3(O)CCC(C4=CC(=O)OC4)C3(C)C(O)CC21
O=C1C=C2C(C)(CC1)C1C(CC2C)C2C(C)(C(O)(C(C)=O)CC2)CC1
C(CC(C)C)(NC(=O)C(CC(C)C)NC(=O)C)C(=O)NC(CCSC)C=O
c1ccc(C(=O)N)c[n+]1C1C(O)C(O)C(COP(=O)(O)[O-])O1
OC1CC2(C)C(C3CCC4=CC(=O)CCC4(C)C31)CCC2C(=O)CO
C12(C)C(C(C)=O)CCC1C1CC=C3C(C)(C1CC2)CCC(O)C3
C1C(C(=O)N(CC)CC)C=C2C(N1C)Cc1c3c2cccc3[nH]c1
c1c(C(=O)O)cc(NCCCC)c(Oc2ccccc2)c1S(N)(=O)=O
c1n(C2OC(CO)C3C2OP(=O)(O)O3)c(=O)nc(N)c1
O=C(CO)C(C(C(O)CO)OC1OC(CO)C(O)C(O)C1O)O
O=C(OCC(O)COP(O)(OCCN)=O)CCCCCCCCCCCCCCC
c1(N)[nH]c2c(c(=O)n1)N=C(C(O)C(O)C)CN2
CC12C(O)CCC1C1C(CC2)c2c(cc(O)cc2)CC1
C(=O)(NC(Cc1[nH]cnc1)C(=O)O)C(N)C
c1c2c(nc(C)c1)n(CC)cc(C(=O)O)c2=O
c1(O)cc(C=Cc2ccc(O)cc2)cc(O)c1
P(OCC(OC)(C(O)=O)OC)(O)(O)=O
O=C(O)C(Cc1cc(I)c(O)c(I)c1)N
C(CCCCCCCCCCC(OCC(O)CO)=O)CC
OP(O)(=O)OCC(C(O)C(O)C=O)O
C(CCCCCCCC=CCCCCC(=O)O)CCC
COc1c(C=CC(O)=O)cc(OC)cc1
c12ccccc1[nH]cc2CCC(=O)O
OC(=O)C=Cc1ccc(OC)c(O)c1
C(=O)(c1c(C(=O)O)nccc1)O
c1c(OC)c(O)c(C(=O)O)cc1
C(CO)(C(O)C(O)C(N)C=O)O
c1(C(=O)O)cc(O)cc(O)c1
C(c1c(CN)c(O)c(C)nc1)O
C1=C(C)CCC(C(O)(C)C)C1
C(=CCCC(C)CC(=O)O)(C)C
c1(S)[nH]c(C)cc(=O)n1
C(=O)(O)CCCC(N)C(O)=O
C(CCCC(O)=O)CCC(O)=O
